MACCSKeys1	MACCSKeys2	MACCSKeys3	MACCSKeys4	MACCSKeys5	MACCSKeys6	MACCSKeys7	MACCSKeys8	MACCSKeys9	MACCSKeys10	MACCSKeys11	MACCSKeys12	MACCSKeys13	MACCSKeys14	MACCSKeys15	MACCSKeys16	MACCSKeys17	MACCSKeys18	MACCSKeys19	MACCSKeys20	MACCSKeys21	MACCSKeys22	MACCSKeys23	MACCSKeys24	MACCSKeys25	MACCSKeys26	MACCSKeys27	MACCSKeys28	MACCSKeys29	MACCSKeys30	MACCSKeys31	MACCSKeys32	MACCSKeys33	MACCSKeys34	MACCSKeys35	MACCSKeys36	MACCSKeys37	MACCSKeys38	MACCSKeys39	MACCSKeys40	MACCSKeys41	MACCSKeys42	MACCSKeys43	MACCSKeys44	MACCSKeys45	MACCSKeys46	MACCSKeys47	MACCSKeys48	MACCSKeys49	MACCSKeys50	MACCSKeys51	MACCSKeys52	MACCSKeys53	MACCSKeys54	MACCSKeys55	MACCSKeys56	MACCSKeys57	MACCSKeys58	MACCSKeys59	MACCSKeys60	MACCSKeys61	MACCSKeys62	MACCSKeys63	MACCSKeys64	MACCSKeys65	MACCSKeys66	MACCSKeys67	MACCSKeys68	MACCSKeys69	MACCSKeys70	MACCSKeys71	MACCSKeys72	MACCSKeys73	MACCSKeys74	MACCSKeys75	MACCSKeys76	MACCSKeys77	MACCSKeys78	MACCSKeys79	MACCSKeys80	MACCSKeys81	MACCSKeys82	MACCSKeys83	MACCSKeys84	MACCSKeys85	MACCSKeys86	MACCSKeys87	MACCSKeys88	MACCSKeys89	MACCSKeys90	MACCSKeys91	MACCSKeys92	MACCSKeys93	MACCSKeys94	MACCSKeys95	MACCSKeys96	MACCSKeys97	MACCSKeys98	MACCSKeys99	MACCSKeys100	MACCSKeys101	MACCSKeys102	MACCSKeys103	MACCSKeys104	MACCSKeys105	MACCSKeys106	MACCSKeys107	MACCSKeys108	MACCSKeys109	MACCSKeys110	MACCSKeys111	MACCSKeys112	MACCSKeys113	MACCSKeys114	MACCSKeys115	MACCSKeys116	MACCSKeys117	MACCSKeys118	MACCSKeys119	MACCSKeys120	MACCSKeys121	MACCSKeys122	MACCSKeys123	MACCSKeys124	MACCSKeys125	MACCSKeys126	MACCSKeys127	MACCSKeys128	MACCSKeys129	MACCSKeys130	MACCSKeys131	MACCSKeys132	MACCSKeys133	MACCSKeys134	MACCSKeys135	MACCSKeys136	MACCSKeys137	MACCSKeys138	MACCSKeys139	MACCSKeys140	MACCSKeys141	MACCSKeys142	MACCSKeys143	MACCSKeys144	MACCSKeys145	MACCSKeys146	MACCSKeys147	MACCSKeys148	MACCSKeys149	MACCSKeys150	MACCSKeys151	MACCSKeys152	MACCSKeys153	MACCSKeys154	MACCSKeys155	MACCSKeys156	MACCSKeys157	MACCSKeys158	MACCSKeys159	MACCSKeys160	MACCSKeys161	MACCSKeys162	MACCSKeys163	MACCSKeys164	MACCSKeys165	MACCSKeys166
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0
